	id	title	addr	tel	info	image_place	image_food	url
41	129	명국수	서울 성동구 뚝섬로 385-40	02-468-8899	정보 없음	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20150414_229%2Fdocver_1429007457146ryB50_JPEG%2FIMG_20150414_180122.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjFfMTY5%2FMDAxNjc0MzA5MzgwOTQx.FlSk5g1hZdo1CbMG7_tjcnFldV-KafXjCDyh-J-23rIg.jLX2y-ERDTzQ_OLD1nZGiQJKaLHSOYPJLI7I6qP9ikAg.JPEG%2F1674014951919.jpg	https://m.place.naver.com/restaurant/33484369/home
431	130	토라식당	서울 성동구 연무장7가길 6-1 지하 토라식당	0507-1316-6141	점심엔 식당(식사) 저녁엔 이자카야(술집) 으로 운영 되는 곳입니다	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAxMzFfNTAg%2FMDAxNTgwNDUzMjU2NTE1.xFBRzCLQd-IgMfYY0yx36Y1LG58i72OfDX_VyXv7Rr0g.NSPhWKq8i9ZL0STmHDTjcjIyubMPQu0FPV1bsB4LVckg.JPEG.ga_euli%2F52260F21-7D59-4F0B-846C-9AD4297978A4.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDlfNzAg%2FMDAxNjc1OTE4Nzc0MDA2.6IKNgR13dmW_3SCevDt-QpQ0vgzy_YYSpPYPQNVTCjYg.6yV1QD0J6aDSTlrMmFfe-MfFfpX00h569apdOI_Xhr8g.JPEG%2F20230130_120525.jpg	https://m.place.naver.com/restaurant/1665312349/home
18	131	소인수서울	서울 성동구 왕십리로 136 1층	0507-1361-2177	2018년 6월에 부산에서 오픈한 소인수분해 에서 서울로 올라온 소인수서울입니다._x000D_ _x000D_ 소인수서울(soinsuseoul)은 2020년 8월에 오픈하여 성수동에(뚝섬) 자리하고 있는 곱창집입니다._x000D_ _x000D_ 소인수분해는 소(牛)를 사람(人)이 직접(手) 분해(分解) 한다 라는 뜻입니다._x000D_ _x000D_ 저희 매장은 다른 곱창집과 다르게 깔끔하고 힙한 감성을 가진 매장이며_x000D_ _x000D_ 아버지께서 기르고 어머니께서 직접 손질한 좋은 품질의 고기와 하나 하나 정성들여 만든 반찬들로 여러분들에게 맛있는 식사를 제공하기 위해 노력합니다._x000D_ _x000D_ 저희 가게에 찾아와 주신 만큼 즐거운 시간을 선물할 수 있도록 준비하겠습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA4MjBfODUg%2FMDAxNTk3OTIzMTE3MTY0.5xYJFbFPHRCTAi4udV1plf98WVBqhn3fbsccb3_cmI4g.ERf-5Q0Ne5iXTHUsNjL0YuJWmohht496ppIJkKVFTGcg.JPEG.hotfrappuccino%2FIMG_2811.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjBfNDIg%2FMDAxNjc0MjIzNTA3NTI5.8077UyCFmB8YEZbSfKM-c5RwTuqfmgCPd3xNqhS91RYg.jyEf1EAQnTcnjCNxuv7Xly13qE-7-hBHmG_wGnz2RuIg.JPEG%2F20230120_215857.jpg	https://m.place.naver.com/restaurant/1888739852/home
186	132	토라식당	서울 성동구 연무장7가길 6-1 지하 토라식당	0507-1316-6141	점심엔 식당(식사) 저녁엔 이자카야(술집) 으로 운영 되는 곳입니다	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAxMzFfNTAg%2FMDAxNTgwNDUzMjU2NTE1.xFBRzCLQd-IgMfYY0yx36Y1LG58i72OfDX_VyXv7Rr0g.NSPhWKq8i9ZL0STmHDTjcjIyubMPQu0FPV1bsB4LVckg.JPEG.ga_euli%2F52260F21-7D59-4F0B-846C-9AD4297978A4.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMzBfMTUx%2FMDAxNjY5NzgyMTg1OTk3.mW0IC4_IGRqbxVpRAPR-aPXcVLKZlLxWNaISymqPStMg.Mt05sc-R-48EIGRUQTFjRxai6AHjVXSTIcFHqQm3VgEg.JPEG%2F20221130_113622.jpg	https://m.place.naver.com/restaurant/1665312349/home
99	133	하오마라	서울 성동구 연무장5가길 25 2층 210호	0507-1354-0199	안녕하세요 . 항상 깔끔하고 맛있는 음식을 대접하기 위해 청결과 식자재에 많은 신경을 쓰는 하오마라 성수점 입니다. 많은 분들이 믿고 찾아주시는 만큼 더욱더 좋은 맛과 청결로 보답드리겠습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAxMTFfMTI5%2FMDAxNTc4NjcwNzMyNjUz.gaIoYNSRjMPrv3XIQRYOshLrX_f3M0xhvBZ6HXwbyYEg.AOdkroMeUgKbx4RzUbIE3cXZwJ-EwV6k_Nc6s5riM2wg.JPEG.rnshy1020%2F20200107_194652.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMThfNjkg%2FMDAxNjc0MDM3MTM1MTM3.J55KObySQ1eoEPSUQAuliS8rN_K1XU0b4-_ObnPy6WMg.clrmy_FDE05nE9bdAZveCnBqBNlcDTIKdbIk9JrEUo4g.JPEG%2FFF4402EE-730C-45EC-9231-4361177F3883.jpeg	https://m.place.naver.com/restaurant/1647233110/home
454	134	성수맥주	서울 성동구 성수이로 69 1층 삼화빌딩	0507-1418-6780	2015년도에 오픈한 저희 성수맥주는 성수동(성수역3번출구~뚝도시장)에서 가장 핫한 지역인 카페거리에 위치에 있으며, 대형스크린으로 스포츠경기를 볼수있는 대형 생맥주 전문점입니다. 국내 최고의 수제맥주회사 (주)플래티넘 및 지방 국내 유명 수제맥주회사에서 나오는 생맥주 약 30여종의맥주를 드실수 있는 전국 유일한 영업장이며, 또한 세계수입 명품 병맥주,트라피스트(Trappist)맥주,여성선호맥주,무알콜맥주,싱글 몰트 위스키 등등 다양한 맥주및 주류를 즐기실 수 있습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzAzMTRfODMg%2FMDAxNDg5NDY3ODk2NTc3.bufUzTNpNAfTjohqwcvGM6asAUeTvR5ZxUhtlVup_ucg.akB7LGJj6A3-lgyviByoViZeg4XoQysjykHW1yuO324g.JPEG.meen1005%2FKakaoTalk_20170307_135916871.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMDFfMTkw%2FMDAxNjcyNTE3MDY3MTMw.yFl8POqBujFnVmJHlY_ku8NIZ2n3_FTB30F8V-P_71og.8HXqSFsoE-qdnYMu_JUrYd_grQqPgaZq22GfPMuOLOMg.JPEG%2F6255FF63-A470-455E-8002-940370E2E6D4.jpeg	https://m.place.naver.com/restaurant/38520298/home
249	135	세디치	서울 성동구 성수이로22길 37 성수동아크밸리 1층 세디치	0507-1463-0239	성수동 이탈리안 캐주얼 다이닝 세디치입니다. 감각적인 요리와 기억될 만한 공간이 함께합니다. - 성수역 2번 출구에서 도보 5분입니다. - 주차 : 저희 건물(성수동 아크밸리) 지하주차장 이용 가능합니다. (평일 1시간 무료 / 주말 2시간 무료) (이후 30분 당 2,000원입니다.) - 콜키지 불가합니다. - 주말 및 디너타임은 노키즈존으로 운영하고 있습니다. 양해 부탁드립니다. - 뒷 예약이 있을 시 식사 시간이 1시간 30분으로 제한됩니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjExMjdfMTEz%2FMDAxNjY5NTU0NzI0MjI5.y8OXTJiDm2dEFgYNbVu6ZIhwbw4xHYtu3uYyYDSJ3dcg.QUWvvFbztWxcVz_ekQP9OJy3VATJgSjGumCMNj90x5kg.JPEG.91qkrthgid%2FIMG_7939.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDdfMTY3%2FMDAxNjc1Nzc4Mzg1NTM5.Qhb5tm82yi98chd0yaRfNmOyXW4f3lLph-hWsv3kG8wg.hAgW4byaxQsPaC26SvBCrEhi4voEjbAVnEHSenw_W88g.JPEG%2FC3048935-E77D-409A-B958-81D6E5CFBFAD.jpeg	https://m.place.naver.com/restaurant/1342127360/home
177	136	스시메이 성수점	서울 성동구 연무장7길 7-1 린빌딩 2층	0507-1340-4918	안녕하세요. 성수동에서 최고의 스시집으로 뚝섬역 1호점과 성수역점 2호점을 운영중인 스시메이입니다. 매일 신선한 재료와 횟감으로 고객님들께 합리적인 가격으로 최고의 초밥과 스시를 제공 중입니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAyMjFfMTQ4%2FMDAxNTgyMjkwMDA0MzQ5.3rheIV_iD8ifrx4NHydZExzPXIKusSn5q-rziwUhecIg.VnyxdHnl6j029ScpJp-D08fT5b1jQwxq_FjezbY9VDQg.JPEG.alswjddk74%2F1582290004118.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTRfMTQ3%2FMDAxNjczNjk5MzkzMjMy.H8XhKkr0UQy5eH73Tq6YK20hXn-4AHk4Q9uT4VZ4CvYg.GiiL_qUIBJLGqSHMJRNTwrDv9VbsIlikN21nbfdFlAgg.JPEG%2F97B88091-DDC8-4879-8981-5B4BEAA75F5C.jpeg	https://m.place.naver.com/restaurant/781346048/home
62	137	팔각도 성수역점	서울 성동구 성수일로8길 53 성수동복합시설 1층 105호, 106호	02-463-7017	닭 특수부위 숯불구이 전문점입니다._x000D_ 숯불로 초벌구이를 해서 나오기 때문에 부드러운 육질과 풍부한 육즙이 일품입니다._x000D_ 또한 그동안 몰랐던 닭 특수부위를 맛볼 수 있으며 맛깔스러운 반찬과 소스도 즐길 수 있는 맛집입니다._x000D_ 팔각정을 모티브로 재해석한 팔각도 성수역점은 외관이나 내부 장식이 특이한 멋집으로 데이트 및 단체회식하기 좋은 즐거운 공간입니다. 감사하게도 많은 고객님들께서 방문해주시다 보니 예약을 받지 못하고. 주자또한 공간의 협소로 주차가 불가한점 양해해 주시기 바랍니다. 자차이용시 주변 공영유료주차장을 이용해 주시면 감사하겠습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjBfMjUw%2FMDAxNjU1NjkzNjUyMTg4.bbJKbwNzhUlyXvFm14e8MjYX05UapTyTTsT6Dt3BG9gg.2ls52rhJUIgpLOQxhwISrctxFLN1ieJniNt9ZC3oshog.JPEG.in8319%2F2.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDVfMjQx%2FMDAxNjc1NjA1ODcyMjgx.jGqC2eZpJr9OXyiQ9ECTAu3B40aYhc79mzasAaCEoagg.DaNlV6q5AimsRFxxfqXpLWL77CADvtZOwWScV5jDse8g.JPEG%2F20230205_165812.jpg	https://m.place.naver.com/restaurant/1778234386/home
275	138	노모어피자 서울숲점	서울 성동구 서울숲2길 26 1층	02-6204-3417	<SBS 생방송 투데이>3180화 22.11.29 맛의 승부사 일 700판 완판! 차원이 다른 고품격 스트리트 피자 출연 <전지적 참견 시점> 117회 노라조 맛집에서 피자 맛집으로 출연 NOMORE PIZZA는 특허받은 소금 우유 도우를 사용하여 타사 대비 촉촉하고 바삭한 도우를 드실 수 있습니다. 무엇보다 남은 피자는 냉동 후 에어프라이기를 사용하여 다음날 드셔도 기존과 똑같은 퀠리티의 맛을 즐기실 수 있습니다. 메뉴의 구성과 토핑은 18년 조리 경력과 이탈리아 명문 요리학교 IL CUOCO ALMA를 졸업한 이유섭 셰프의 레시피로 구성하였습니다. 저희 모두 손님들이 보다 더 특별하고 맛있는 피자를 즐기실 수 있도록 노력하는 브랜드가 되겠습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MjJfMTUw%2FMDAxNjUwNjM3OTIwMjI3.VYQMxxx5S59KNbzk5_EPJB90YLKFFRPFvWBxB_0-JwYg.OpK1PVOBeYGUszJu-IqJqUbYa5jsHHGdb7F1BoRauPwg.JPEG.apeacetool%2FIMG_1725.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDNfMzcg%2FMDAxNjc1Mzk1Mjg3NDQ2.lrXViIJ9pxXlaOPzcsBV63y-E4Z7dlnqEsas1s7WpsAg.qf6Ts3T2-sJ5QRbVpaPcgOta4HvwZIgZJegfK8vvJ_Yg.JPEG%2F95C46294-B71C-4C73-9CEE-683BEE40A90F.jpeg	https://m.place.naver.com/restaurant/1215338637/home
91	139	우웨이탕	서울 성동구 상원1길 11-1 1층	0507-1352-2889	안녕하세요. 성수동에 위치한 우웨이탕입니다. 휴무 : 매주 일요일	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MjhfMjMy%2FMDAxNjUxMTEyMjM0MzY0.H7-e5UTkINoxo5NMgr_P0vIWL7K2VABok__JnA8bzHkg.iVmn83cIfTQ22HYqwXz-WVl8nVERmNo8c0JUKoRI5NYg.JPEG.ko470623%2FKakaoTalk_20220428_104413819_01.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMDdfMTE1%2FMDAxNjczMDk2NDUzMjQw.9bV5oQ8K7h-LhrNN5qmMJuTCgDrpdH_KFlV18JKW12sg.Iqism9CuZVOTbSrUPo72h6uRZYX3P9zD-BFQeg4vggsg.JPEG%2F20230106_125329.jpg	https://m.place.naver.com/restaurant/1229065358/home
80	140	차이나플레인 서울숲점	서울 성동구 뚝섬로1길 25 1층	0507-1301-8493	반갑습니다. 차이나플레인 서울숲점 입니다 : )	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMDJfMzEg%2FMDAxNjA5NTczMjMzNDA2.Omrg4KUxn0vODS6wyfB4X1zJ_F9tIUFGXX_zrFlQpqAg.fMaW5iTpeZwlir3GIhZozhGaOV7H6nQNkQ3kTO1RAFIg.JPEG.sense0513%2F1609571927642.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjhfMTM4%2FMDAxNjc0ODg5MDQwNTc3.XyRPRMWa6YouxqLIsLhGjo0FRAIXnr2bDOwTRLjJYOsg.EN3KHDKoYMhAujXuvAQCRHhcjm_ZWGuAxyw7i-ld1gAg.JPEG%2FC8238178-C6F5-47B0-903E-8CAE3619CF04.jpeg	https://m.place.naver.com/restaurant/1477623619/home
299	141	베티버 성수	서울 성동구 성덕정11길 18 1층	0507-1340-4079	주차>성수동2가1동공영주차장 매장주변주차금지	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA5MjJfMjUy%2FMDAxNjYzODI3MjgxMzc1._MZkbquKVL6AEjzir5OlBmQ3gpsVF26XK4ZadcEJEKQg.h-KpEwSFV_E-42OEed5o0OSAn5N4sce53ctivw0cix8g.JPEG.yyeojin710%2FIMG_9266.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDhfMjgx%2FMDAxNjc1ODM5NTIzMjAz.ozEI2rXpd2G6FvRyDFSE7zYDIjLU1ofeFiN-FI3IRRwg.PjwkxLnI-rQjVAEcm5a_zCs6FvkAW-RTX40YpuF92Uog.JPEG%2F20230204_131006.jpg	https://m.place.naver.com/restaurant/1383256753/home
134	142	윤경	서울 성동구 아차산로 3 101호	0507-1345-3324	성수동에서 유행과 인증이 중요하다면, 꼭 윤경이 아니어도 괜찮습니다._x000D_ _x000D_ 맛과 정성, 서비스가 중요하다면, 성수동은 꼭 윤경이어야 합니다._x000D_ _x000D_ 언제나 어제보다 나은 오늘을 위해 정성과 최선을 다합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA2MTJfMjEz%2FMDAxNTkxOTEzMDA2NTcy.sPfqqQUT4njJzg3gQspbNstPB2Y_6S6rp5v2w_GtQhkg.msIPlVRwfDffDU9x6quh62PoBFIx9w7DGA_lwC5llUcg.JPEG.cocobebeily%2Foutput_1882300027.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDFfMjg3%2FMDAxNjc1MjUxOTI2Njcy.Zw65ozcDBNTPQxHanb8lZJ47DVxPGWbqRe0kTL22Je4g.k68Fpr875gyIu2XEpJJC7IbgkRD8bV3WteHvJYdwWLEg.JPEG%2F20230201_201121.jpg	https://m.place.naver.com/restaurant/1296153985/home
226	143	마리오네	서울 성동구 성수이로12길 15 1층	0507-1381-6779	세계 챔피언 마리오가 선보이는 전통 나폴리 피자와 파스타 와인,맥주를 즐겁고 편하게 즐길 수 있는 나폴리음식 전문점 입니다. 가게가 협소하여 예약은 받지 않습니다. 감사합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTExMjNfMjE0%2FMDAxNjM3NjUzODk3NzIz.tLJ2zZb63ElQHIYvHX8finYizuz1kcPIfFjUpvExZTsg.MXiwFXeip3kcRBShGVK0Dw2tDOqxMcmMmzx1tfws1BYg.JPEG.y_eun_ing_06%2FIMG_5664.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDJfNzEg%2FMDAxNjc1MzQyNDQ1MTk4.cGo5HUoMJPCygyhe_FHZO-47FUlRgC1k7GBZfCkLchEg.gFXzK8XB3bRmC8cJr_TDN07c7ONAf_KPZXR_9OeYOrog.JPEG%2F20230202_183754.jpg	https://m.place.naver.com/restaurant/1118354814/home
116	144	홍콩반점0410 성수역점	서울 성동구 아차산로 96	02-6956-3366	정보 없음	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjExMDJfMTUz%2FMDAxNjY3MzQxMzUzMTM5.ENhz1bELkfCl3JPbJC7-FR9arZ9dtqlNSb_XAfnamP8g.ON4AGLLo_DqYZEwYeoT0hXpf9haBaOvkt7uk2ufNB8kg.JPEG.dydekq123%2Foutput_1640318622.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjVfMzAg%2FMDAxNjc0NjE4NDUwODAw.GRoirazKJKEBmYTm0q7wN7GrJiYjKxsOdUG74JZo86Mg.isYOUkIuiuH5K2WRDK62ivYageEnTKKkViGe1v5mau8g.JPEG%2F20230125_122929.jpg	https://m.place.naver.com/restaurant/1373963348/home
81	145	성수속향연	서울 성동구 성수이로 65 협성빌딩 102호	0507-1375-0754	신라호텔에서 10년 가까이 근무하며 쌓은 노하우로  뚝섬역에서 작게 시작하여  오늘의 성수역점을 시작합니다. 안심탕수육이 대표메뉴이며 가족식사의 최적의 장소입니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA1MjhfMjQz%2FMDAxNjIyMjA0NzMyMjYw.PxfJOf_mIlbLtVqBLZjn4L1lPrAu5xlTiY0Dw0TxFn8g.PIfB8NY-WkdamZ8rJk2z0B-7-rPbFvH3RX-FTbKXnIkg.JPEG.purekth2337%2FDSC07766.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMjBfMTM3%2FMDAxNjcxNTI0MzU2MjI0.-5FKycW1e7DWELbav99MzKAHz7_7kyUcbWYh7kPB7NUg.YiKsvFEsx_Rd9CgLBZvdgkA_7c3er65fftSaheUULAAg.JPEG%2FF8BFCCA5-C799-43AA-9B5D-74C71B5AE7B1.jpeg	https://m.place.naver.com/restaurant/1772785792/home
271	146	비스트로성수	서울 성동구 서울숲2길 40 2층 비스트로성수	0507-1362-1817	2017년 봄 연남동에 처음으로 12평짜리 작은 식당을 오픈하며 기대감 보다는 걱정과 우려가 앞섰고 시간이 흘러 세번째 매장 '비스트로성수' 를 성수동(서울숲)에 오픈하게 되었습니다. 처음 시작했을때 그 마음으로 손님 한 분, 한 분께 정성을 다하겠습니다.  식전빵부터 디져트까지 모두 저희가 직접만들고 항상 좋은 재료, 건강한 재료를 좋은 가격에 제공하기위해 힘쓰고 실천하겠습니다.  정성들인 음식 맛있게 즐겨주신다면 더할 나위 없이 기쁘고 행복한 마음으로 언제든 다시 찾아주셨을때 늘 같은 마음으로 오래오래 이 자리를 지키겠습니다.  비스트로연남도 많은 관심 부탁드리겠습니다.  -비스트로성수-	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjEwMzBfMjcx%2FMDAxNjY3MTIyOTAzMjgx.TzSNcF7KOMPb07SMPONNGv-uDfA5u_6htqeP7KQv-Ygg.aXWrQPK4BZSSyqti-ilXuGav2EzLHsF4Ftiil8XyBbgg.JPEG.kkl430%2F20221030%25A3%25DF114746.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDRfMTc1%2FMDAxNjc1NDc5MjE2NjI1.77Q5f8fkWLU6S2yMg7CfXPdKlnLbFIunhcy0x2KHTU4g.8jTZtP8VC8sgB2HXjAFpSy7kc4QUMHWGD1Oy1a-5tCYg.JPEG%2FB5C4F4A6-5D96-489D-99B1-6690F9B8F995.jpeg	https://m.place.naver.com/restaurant/1962552332/home
173	147	중화카츠 성수본점	서울 성동구 서울숲2길 46-10 1층	0507-1396-0534	서울숲 성수에 위치한_x000D_ 오랜 기간 연구를 거듭한 뒤 만들어 낸 튀김옷과_x000D_ 노하우를 기반으로 한 중화풍 소스가 만나 최고의 맛을 자부합니다._x000D_ 어디서도 맛 볼 수 없는 중화풍 소스와 생 돈카츠의 만남!_x000D_ 중화카츠에서 만나보세요	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjEyMjFfMjg5%2FMDAxNjcxNjI4NTM5NjAy.SBDOsH-Va6ZkxPgctsp_wvISa6yDvjKjdu55bn0HpQUg.abuJt0FJgNsUw2uWpiN2I-VRZ_gY-_rsJM0ziAx6j9Mg.JPEG.jshong0220%2F20221125_123741.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDRfMjIx%2FMDAxNjc1NTAwNTk1ODQ4.i8uGaoLXg7DE5V9LvLe2JqxiaKN1YRBEWKllqkF4Z5Mg.Vt--t2He9DQPfSYZ7C_RaqRxHK9apTab7CTgWFket9Ug.JPEG%2F1E7B2684-67B7-4C5A-92AF-6E62A132DDFE.jpeg	https://m.place.naver.com/restaurant/1088907629/home
280	148	에이투비 Cafe&Bar	서울 성동구 아차산로 135 2층	070-4617-0812	다양한 커피와 술, 디저트 피곶치가 있는 성수동의 방앗간과 같은 공간입니다. 낮/밤 구분없이 다양한 커피와 칵테일들을 즐길 수 있는 공간으로 수제로 만들어낸 색다른 디저트을 경험해보세요! 늦은시간까지 운영되고 있으니 언제나 편하게 방문해주세요:)	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MzFfMTI0%2FMDAxNjYxOTUyNDQ0OTE1.Tar8zsmWJWz9QvRiJhwa3wsasJkzQCcDjBXGoa6bEIUg.GVpr-3kbRCkn31CGx5N1xAmLpJKdpOCloG23AbLKCcAg.JPEG.hbum1993%2Foutput_1817995553.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDdfMTkz%2FMDAxNjc1NzU4ODg2ODcz.ZItAsjudLXbpo7UruyTy_uHHxKbphilFP2Ef9lQnTaQg.Hk_8nrTk4gfTJoHP_bSP7tlflcI0vOGs5riayirmElQg.JPEG%2FD154CE6F-5DCA-4892-B626-49088BCBC911.jpeg	https://m.place.naver.com/restaurant/1537971823/home
446	149	그리드채플린	서울 성동구 아차산로7길 15-1 효정빌딩	02-6463-6200	30가지의 수제맥주와 맛있는 안주를 취향껏 즐겨보세요!_x000D_ _x000D_ 예약시 유의사항_x000D_ 1. 자리지정은 따로 어렵다는 점 참고 부탁드립니다._x000D_ 2. 2층의 경우 7시 이후에 오픈이 가능합니다. 이 부분도 참고 부탁드립니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjEyMDVfMjEw%2FMDAxNjcwMTY4MDEwNDAx.Wc5_FFJHZsD87D9ELok0lpol_r9toTlGoYTVxNGBsf4g.mFFyayld1zU1jlUv8h09EkK9tIST51QwGqmL34QiFUYg.JPEG.youmining11%2FIMG_6747.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjlfMTI2%2FMDAxNjc1MDAwMDQxNjA2.J5zLeOh2i9yz_buiojllyxx3hHfuW0p4efeilLvOdeQg.Ro7vHwRset30LcYgRBCr1JTR_XjadFX6AHlY0naYAb8g.JPEG%2FD7E9FE39-79C2-436C-95C5-27DAEF3C69AF.jpeg	https://m.place.naver.com/restaurant/559063824/home
